house_number_sans_lettre;street_id_phaco;x_31370;y_31370;cd_sector
13;107024;32808;202390;38014B041
76;96175;30697;196284;38025A311
325;107076;26970;201445;38014A20-
2;107066;27030;201602;38014A21-
3;110545;29289;189162;38002D090
8;103000;25401;200694;38008A10-
30;102885;25336;200627;38008A10-
55;94486;35613;203970;38016A412
6;106651;28373;200069;38014A23-
58;102998;27631;198853;38008B091
27;96101;26435;190459;38025J00-
21;96213;30266;197135;38025A00-
39;96104;34468;196299;38025C09-
14;106727;27825;201845;38014A12-
4;102981;25157;199545;38008A02-
1;107197;31298;203020;38014B11-
25;106962;27378;201034;38014A21-
14;96138;30472;197729;38025A05-
13;96127;36091;197564;38025A19-
19;106929;27275;201659;38014A21-
19;94596;35800;204125;38016A412
16;106655;27308;199598;38014A23-
5;111279;32507;191082;38002A089
26;110531;27520;187600;38002C00-
71;94606;35706;204679;38016A42-
72;94606;35072;205429;38016A11-
32;102943;25352;199531;38008A02-
9;96019;35339;196487;38025C00-
42;102929;24557;199334;38008A052
22;95998;30869;196743;38025A030
533;106963;33972;204012;38014B262
27;106791;31677;203356;38014B11-
9;106799;31927;203827;38014B11-
2;110547;27021;180511;38002G11-
39;106937;26764;201173;38014A22-
1;106677;32131;203764;38014B11-
54;103011;25951;200784;38008A11-
7;96110;31191;197184;38025A030
40;107118;26894;200967;38014A22-
94;96175;30728;196144;38025A311
26;106940;29641;200901;38014A00-
19;107248;29961;201237;38014A00-
23;102910;25879;200239;38008A03-
27;96226;30984;195914;38025A311
46;102937;25763;197182;38008B01-
10;106880;27588;200548;38014A23-
38;94567;38347;200478;38016C09-
21;106650;27435;201224;38014A21-
1;106730;33534;204716;38014B21-
24;111317;33601;190463;38002A00-
12;110571;31307;185816;38002E00-
62;106748;29248;200841;38014A00-
7;107029;29672;200711;38014A00-
163;107076;27344;200767;38014A23-
307;107076;26997;201388;38014A20-
260;106963;33780;204127;38014B262
28;110551;27372;187553;38002C00-
28;106879;31791;203197;38014B11-
17;107217;28455;201937;38014A12-
18;96232;31450;197378;38025A10-
108;106919;27535;201974;38014A20-
11;106849;31338;201731;38014B02-
1;102939;25903;200743;38008A11-
43;107051;32559;202162;38014B01-
20;96224;30433;197028;38025A00-
100;103025;25784;200016;38008A03-
101;94594;37079;202983;38016A01-
28;94547;34359;205597;38016A10-
47;94510;34362;205082;38016A11-
7;96002;30352;197093;38025A00-
11;106874;30171;201575;38014A01-
323;106940;28561;202463;38014A10-
29;96235;31695;197892;38025A19-
39;107014;32745;203370;38014B03-
758;106963;34085;203982;38014B262
143;110531;29802;188648;38002D000
2;107218;27798;201991;38014A12-
4;94547;34733;205841;38016A10-
6;106719;29080;201909;38014A11-
244;106919;28168;202389;38014A10-
1;110516;29706;188476;38002D000
7;96054;30985;197415;38025A10-
135;106874;30298;201729;38014A01-
210;107165;28301;202256;38014A12-
30;102991;25692;197243;38008B032
23;110563;30891;186489;38002E09-
83;96066;30666;197279;38025A00-
90;94514;36868;203200;38016A02-
19;106901;28749;202527;38014A10-
64;107185;28157;202365;38014A10-
11;106843;31811;202801;38014B11-
8;106918;28752;201700;38014A12-
93;94533;36834;203699;38016A001
609;107205;33903;203277;38014B062
15;103055;26292;197891;38008B001
7;102945;24671;199491;38008A052
763;107205;34060;203162;38014B062
280;102925;26597;199774;38008A04-
2;107179;32052;204086;38014B11-
19;94575;36641;202984;38016A01-
147;107169;27187;201214;38014A21-
2;110531;27405;187452;38002C00-
232;94606;34118;205408;38016A10-
177;94606;34511;205618;38016A10-
385;106963;33976;203890;38014B262
99;110572;30788;181164;38002F09-
37;96239;31381;197492;38025A10-
9;103052;24567;199822;38008A052
72;94514;36915;203213;38016A02-
38;96229;28913;196897;38025A099
159;106963;33877;204089;38014B262
19;102918;25710;200543;38008A11-
4;106879;31578;203102;38014B11-
80;96162;31603;197541;38025A10-
32;96045;30343;197671;38025A05-
16;106897;27515;201029;38014A21-
9;94502;36688;203764;38016A001
11;106877;29124;202206;38014A11-
6;106934;28781;202085;38014A10-
45;94551;35521;204519;38016A412
2;96222;26520;192119;38025J09-
3;106771;33556;201028;38014B090
42;94528;37140;203395;38016A02-
12;102991;25762;197315;38008B032
52;96043;30423;197677;38025A05-
3;96226;30946;195960;38025A311
25;106739;30491;201537;38014A01-
20;106919;26852;201577;38014A20-
37;106906;29387;202559;38014A11-
19;102893;25815;200597;38008A11-
65;102991;25561;197150;38008B01-
68;102930;25498;200123;38008A00-
2;107080;29141;202603;38014A11-
4;103039;26626;199716;38008A04-
11;110572;30754;182386;38002F00-
89;96069;29984;197587;38025A040
11;94545;34840;205011;38016A11-
185;107051;34150;203351;38014B062
35;94510;34421;205311;38016A11-
3;107025;26880;201211;38014A22-
367;106963;33934;203886;38014B262
4;96216;30920;197687;38025A11-
21;107089;32195;203969;38014B11-
3;102886;25648;200159;38008A03-
9;107071;31513;203594;38014B10-
2;106844;30306;201286;38014A01-
34;96193;30354;196689;38025A02-
109;107165;28674;202578;38014A10-
10;96217;26380;190578;38025J00-
280;106919;28394;202515;38014A10-
15;106668;31957;204038;38014B11-
6;107211;29925;200965;38014A00-
4;106845;28785;202372;38014A11-
146;107205;34144;203735;38014B062
