house_number_sans_lettre;street_id_phaco;x_31370;y_31370;cd_sector
38;98717;73469;182685;37007A00-
62;84832;77486;188718;37015A411
55;104160;77838;179002;37010A032
6;95550;68435;192667;37018B00-
4;91379;65876;183770;37020A315
9;91373;68355;184169;37020A0PA
1;86904;79926;178139;37017A00-
10;92695;68547;188578;37020B00-
51;93776;70898;185527;37011A19-
13;93832;72111;187213;37011A022
146;104171;75410;179150;37010A02-
173;104199;75619;179011;37010A02-
75;84768;78955;184929;37015A0PA
4;98714;74131;182905;37007A00-
11;91378;68609;185950;37020A00-
314;86923;79982;178330;37017A00-
9;89952;83574;184592;37002A08-
3;91477;69270;186191;37020A0PA
6;86870;76500;176472;37017B0PN
11;89903;84095;180876;37002C000
63;84940;77623;187443;37015A03-
23;86885;76693;177261;37017B084
16;89848;82644;180263;37002D033
47;95707;73116;195622;37018A083
5;95777;68820;192459;37018B00-
307;98786;77857;183059;37007A39-
21;98666;73649;184240;37007A413
26;84642;76922;187862;37015A00-
69;98678;73850;183215;37007A03-
81;84802;83820;187547;37015D022
21;93732;74921;185651;37011A392
20;104190;78961;183873;37010A182
14;93839;72698;188061;37011A001
95;96835;80321;191905;37012A0PA
212;93776;70335;189522;37011B01-
17;91471;69906;183060;37020A0PA
10;92689;68117;188735;37020B00-
8;84796;76931;188927;37015A10-
16;91365;66803;184567;37020A081
37;95719;68543;192527;37018B00-
15;84789;75951;187832;37015A222
66;84886;77251;190434;37015A082
43;95638;77577;198645;37018A49-
184;86881;80928;179757;37017C08-
21;91423;66075;187219;37020A184
145;98786;74959;182568;37007A01-
57;96890;79032;196064;37012A10-
12;93742;72965;188128;37011A032
4;96896;81385;194179;37012A0PA
43;95619;73860;194637;37018A00-
9;104207;77844;178928;37010A001
51;95615;72133;194425;37018A01-
15;96858;81927;192277;37012A032
31;98808;74236;182561;37007A00-
102;95758;72860;194651;37018A00-
34;86840;81628;178980;37017C01-
42;84632;77809;191971;37015B000
16;91484;68069;186753;37020A01-
32;89917;83449;184237;37002A000
6;86940;81925;178791;37017C01-
19;84794;82463;189793;37015C00-
5;95714;72712;194476;37018A022
3;84703;77002;187446;37015A01-
2;84704;77379;188045;37015A422
57;93758;72346;187672;37011A001
3;91372;65854;183819;37020A315
