house_number_sans_lettre;street_id_phaco;x_31370;y_31370;cd_sector
26;19265;224638;132462;61043A01-
29;29786;228057;125761;61048A001
21;29843;228683;126010;61048A012
38;10412;212927;133692;61031A10-
13;24143;214232;126595;61039B00-
6;11552;205318;137614;61072D3AW
8;24143;214104;126587;61039B00-
39;24143;214637;126930;61039B00-
50;10204;212689;134702;61031A05-
52;11365;208755;135325;61072B01-
11;10232;211406;134039;61031A32-
4;10339;206912;132466;61031B490
32;10420;212358;134976;61031A01-
21;10420;212212;134954;61031A01-
19;10420;212201;134953;61031A01-
2;10423;211209;135481;61031A23-
16;10423;211124;135517;61031A23-
10;10423;211155;135526;61031A23-
17;10303;210393;135001;61031B10-
6;10308;211524;134795;61031A20-
3;29290;215073;127114;61041A20-
10;29290;215062;127096;61041A20-
13;29291;217156;133069;61041C200
11;29291;217188;133051;61041C200
2;10444;212187;134463;61031A00-
9;10438;205990;133176;61031B082
10;24208;211571;128511;61039A00-
1;24206;212123;130368;61039A191
69;29774;224604;127047;61048B000
30;29774;224983;127081;61048B000
23;29774;225342;126969;61048B000
65;10273;211716;135581;61031A23-
60;10273;211694;135420;61031A23-
35;10273;211610;135326;61031A23-
34;10273;211652;135297;61031A23-
31;10273;211612;135300;61031A23-
3;10317;211753;134466;61031A00-
11;10317;211749;134484;61031A00-
3;10315;211716;135617;61031A23-
170;10273;211790;135818;61031A23-
144;10273;211767;135717;61031A23-
18;10247;213602;135185;61031C1AJ
5;10245;211504;135271;61031A23-
2;10315;211724;135632;61031A23-
13;10315;211688;135642;61031A23-
26;10236;211389;134625;61031A20-
24;10236;211380;134635;61031A20-
5;10250;207299;134007;61031B00-
2;10250;207275;133941;61031B00-
3;24189;210687;130180;61039A100
11;19237;221100;133523;61043B001
42;13932;213820;139260;61068A10-
65;18709;216555;144979;61063A001
53;18709;216452;145100;61063A001
3;10241;211090;135150;61031A22-
24;32149;220590;138907;61080D000
61;23677;221567;132621;61081C100
20;23677;221119;132353;61081C100
49;10203;211246;135966;61031A25-
21;10344;212037;134811;61031A01-
25;32138;223669;142275;61080A034
1;23644;218025;128438;61081B000
159;11385;209028;136538;61072A03-
15;11385;210149;136407;61072A00-
3;11535;212838;137571;61072F100
2;11540;209286;136177;61072A090
68;10394;213175;134020;61031A190
5;10196;213916;135340;61031C1AJ
35;10325;210572;135552;61031A400
10;10184;211884;134611;61031A00-
37;10439;212107;134625;61031A01-
28;10439;212097;134605;61031A00-
227;19278;223715;134389;61043D090
149;19278;223178;133988;61043C110
7;10163;211067;135294;61031A22-
1;10344;211999;134629;61031A01-
19;10342;211881;134124;61031A00-
18;10342;211892;134149;61031A00-
17;10342;211892;134152;61031A00-
43;10361;211353;135644;61031A23-
35;10361;211314;135631;61031A23-
34;10361;211240;135584;61031A23-
1;10257;211701;134563;61031A00-
15;13909;210529;142918;61068B000
6;10368;211941;134470;61031A00-
2;10368;211940;134458;61031A00-
27;23681;220122;129596;61081C000
7;10318;207276;130196;61031B59-
11;10440;213044;135270;61031C00-
32;10430;214206;135305;61031C1AJ
3;10147;211702;134708;61031A00-
2;10287;210532;133760;61031B200
1;29778;227914;125607;61048A001
48;14015;214552;138818;61068A1PA
31;11470;210028;136065;61072A00-
4;11407;209834;136475;61072A00-
10;10355;209989;133882;61031B200
6;10340;207982;132662;61031B30-
18;10340;208293;132837;61031B30-
31;10397;212157;135776;61031A04-
17;13928;208982;144950;61068C00-
3;13913;211039;145066;61068D000
174;18709;217710;144677;61063A001
142;18709;217398;144773;61063A001
26;11559;209165;136024;61072A021
7;10373;211999;134395;61031A00-
17;10163;211048;135307;61031A22-
24;10166;212610;134006;61031A10-
22;10166;212589;134020;61031A10-
20;10166;212533;134047;61031A10-
6;10164;211310;135422;61031A23-
7;10159;211416;134867;61031A20-
9;24208;211468;128359;61039A09-
48;13990;213635;139503;61068A10-
23;13990;213802;139792;61068A10-
1;10373;212009;134415;61031A00-
21;10362;212195;134716;61031A01-
2;10362;212255;134682;61031A01-
18;10362;212073;134956;61031A01-
49;10366;211461;135488;61031A23-
10;10366;211519;135458;61031A23-
88;14003;214949;142217;61068E00-
15;11436;208017;134941;61072B00-
23;10278;206123;133371;61031B082
4;10308;211527;134788;61031A20-
33;10308;211433;134818;61031A20-
23;10308;211458;134804;61031A20-
21;10308;211465;134800;61031A20-
20;10308;211487;134817;61031A20-
9;19297;224047;136019;61043D001
13;19297;224059;136004;61043D001
55;10204;212929;134588;61031A05-
19;10291;213069;136110;61031C020
17;10391;211672;133046;61031A310
12;29277;215844;130542;61041B00-
32;29340;216374;130855;61041B00-
20;29340;216224;130821;61041B00-
54;14017;213521;140431;61068A00-
31;14017;213593;140280;61068A00-
20;11410;210391;136173;61072A01-
18;11410;210317;136166;61072A01-
164;10203;212057;136538;61031A25-
1;10361;211161;135567;61031A23-
6;10359;211835;133954;61031A30-
46;10359;211814;133556;61031A30-
79;32099;223787;141969;61080A00-
39;21221;219737;127095;61012F09-
4;48364;238145;122976;61019A390
2;48291;240810;119968;61019A400
26;46986;235417;127529;61024B00-
7;46985;232643;124560;61024A000
8;25069;197412;141035;61010B09-
11;25069;197284;141051;61010B09-
137;32061;222592;141850;61080A023
8;32073;223350;141695;61080A00-
6;32073;223394;141718;61080A00-
12;32073;223314;141670;61080A00-
59;32099;223708;141911;61080A00-
48;32099;223877;142003;61080A00-
9;21209;218001;120415;61012C10-
2;25007;199877;141640;61010A00-
14;47005;233350;126703;61024B100
9;29626;203487;135875;61028C112
3;29653;203370;135057;61028C212
1;29653;203373;134996;61028C200
4;29489;200248;136939;61028A191
1;16294;214983;137057;61003D00-
2;16368;217479;137796;61003A00-
19;16368;217535;137865;61003A00-
70;16461;218210;137169;61003C00-
30;29484;201939;137825;61028A091
19;29484;203314;137991;61028B000
18;29484;203367;137978;61028B000
45;16438;218289;138021;61003A02-
25;16438;218304;137918;61003A02-
23;16438;218208;137956;61003A02-
21;16438;218245;137908;61003A02-
5;16449;217447;137736;61003A00-
3;16463;217225;138020;61003A00-
5;16372;217370;137917;61003A00-
1;25069;197971;140983;61010B00-
1;25070;198362;141319;61010B00-
8;16353;216519;137755;61003A04-
10;48336;238262;126964;61019D00-
17;47072;233328;124747;61024A020
1;47069;233195;124367;61024A020
8;16367;217327;137834;61003A00-
42;16367;217386;137686;61003A00-
15;16367;217366;137762;61003A00-
92;16235;217101;138482;61003A11-
76;16235;216990;138377;61003A11-
1;16286;215606;136720;61003D020
7;16290;217476;137900;61003A00-
10;16290;217513;137900;61003A00-
5;16273;214624;137475;61003D07-
14;16272;215971;137771;61003A050
56;21191;222848;121016;61012B00-
48;21191;222888;121048;61012B00-
45;21191;222885;121018;61012B00-
56;32086;223115;141550;61080A00-
39;16372;217473;137785;61003A00-
35;16372;217457;137803;61003A00-
34;16372;217445;137785;61003A00-
31;16372;217448;137816;61003A00-
30;16372;217440;137793;61003A00-
3;16372;217366;137926;61003A00-
28;16372;217434;137797;61003A00-
22;16372;217422;137807;61003A00-
12;48326;240560;118882;61019A41-
14;48318;239621;120645;61019A20-
19;16438;218282;137861;61003A02-
6;21254;218576;120983;61012C00-
86;47087;235166;124451;61024C000
98;16426;215140;136955;61003D00-
78;16426;215355;137009;61003D00-
75;16426;215372;136984;61003D00-
